"","source","target","mor"
"34926","AR","PGC",1
"34927","AR","PYCR1",1
"34928","AR","SCNN1A",1
"34929","AR","SLC22A2",1
"34930","SPI1","NCF4",1
"34931","AR","SMS",1
"34932","AR","SNAI1",1
"34933","AR","SNAI2",1
"34934","AR","SREBF2",1
"34935","AR","TRPV3",1
"34936","AR","UGT1A1",1
"34937","AR","UGT1A3",1
"34938","GATA2","CACNA1S",1
"34939","GATA2","CPA3",1
"34940","GATA2","HSD17B1",-1
"34941","GATA2","MAFK",1
"34942","GATA2","RAG1",1
"34943","GATA2","VWF",1
"34944","GATA2","TAC1",1
"34945","ATF6","CALR",1
"34946","ATF6","HSP90B1",1
"34947","ATF6","SEL1L",1
"34948","ATF6","SERP1",1
"34949","HMGA1","FGL1",1
"34950","HMGA2","CCNB2",1
"34951","HMGA2","MIA",-1
"34952","HBP1","CCND3",-1
"34953","HBP1","CCNE1",-1
"34954","HBP1","CEBPA",1
"34955","HBP1","FASLG",1
"34956","HBP1","GATA1",1
"34957","HBP1","H1-5",1
"34958","HBP1","JUNB",1
"34959","HBP1","MYB",-1
"34960","HBP1","RUNX1",1
"34961","HBP1","SPI1",-1
"34962","ELF2","CD3D",1
"34963","SPI1","CTSE",1
"34964","SPI1","FCGR1BP",1
"34965","SPI1","MRC1",1
"34966","SPI1","NCF1",1
"34967","SPI1","PPBP",1
"34968","SPI1","TAL1",-1
"34969","ESR1","CDC25A",1
"34970","ESR1","HDLBP",1
"34971","ESR1","PPARG",-1
"34972","SMAD7","COL1A1",-1
"34973","SMAD7","COL3A1",-1
"34974","SMAD7","COL5A2",-1
"34975","SMAD7","COL6A2",-1
"34976","SMAD7","COL6A3",-1
"34977","SMAD7","CTNNB1",1
"34978","POU2F3","CDK11B",1
"34979","ID1","RORC",-1
"34980","ID3","CDKN2A",1
"34981","SMAD1","CDKN1A",1
"34982","SMAD1","DLX3",1
"34983","SMAD1","DSPP",1
"34984","SMAD1","GADD45B",1
"34985","SMAD1","ID2",1
"34986","SMAD1","ID3",1
"34987","SMAD1","MYC",1
"34988","SMAD1","NKX2-5",1
"34989","SMAD1","TAGLN",1
"34990","SMAD1","SMAD7",1
"34991","EBF1","PPARG",1
"34992","EBF1","CXCL12",1
"34993","HDAC1","CEBPA",-1
"34994","PPARG","PTGER2",-1
"34995","STAT2","CFB",1
"34996","STAT2","CLDN4",1
"34997","STAT2","DES",1
"34998","STAT2","DGKE",1
"34999","STAT2","IGF1",1
"35000","STAT2","IL20RA",1
"35001","STAT2","IRF7",1
"35002","STAT2","JUND",1
"35003","STAT2","MSR1",1
"35004","STAT2","NMBR",1
"35005","TFAP2A","ACAN",-1
"35006","STAT2","PIN1P1",1
"35007","MEF2A","GNRH1",-1
"35008","CDX1","ADA",1
"35009","SOX9","COL1A2",1
"35010","TCF3","COL1A2",1
"35011","POU1F1","PCP2",1
"35012","TFAP2A","S100B",1
"35013","TFAP2A","CALB2",1
"35014","TFAP2A","MAPT",1
"35015","TFAP2A","PENK",1
"35016","TFAP2A","PRPH",1
"35017","SOX6","CTBP2",-1
"35018","NR2F2","PCK1",-1
"35019","NR2F2","APOA1",-1
"35020","PAX3","DCT",-1
"35021","SOX10","ZFP91",1
"35022","PAWR","DIABLO",1
"35023","DLX5","SPP1",1
"35024","SMAD5","DSPP",1
"35025","SMAD5","HEY1",1
"35026","SMAD5","ID1",1
"35027","SMAD5","ID2",1
"35028","SMAD5","ID3",1
"35029","THRA","PCP2",1
"35030","THRB","E2F1",1
"35031","THRB","MLXIPL",1
"35032","THRB","SREBF1",-1
"35033","CEBPD","EBF1",1
"35034","CEBPD","UCP1",1
"35035","CEBPD","CCL5",1
"35036","USF1","GPAM",1
"35037","USF1","G6PC2",1
"35038","CREBBP","FDPS",1
"35039","CREBBP","HMGCR",1
"35040","CREBBP","HMGCS1",1
"35041","CREBBP","LDLR",1
"35042","GATA3","GATA1",1
"35043","GATA3","GNRHR",1
"35044","GATA3","RAG2",1
"35045","ATF3","GCLC",-1
"35046","ATF3","CCNA1",1
"35047","NFIC","COL2A1",1
"35048","NFIC","SLC2A4",1
"35049","NANOG","NR0B1",1
"35050","GLI3","PTCH2",1
"35051","ESR2","HDLBP",1
"35052","RB1","H1-5",1
"35053","CC2D1A","HTR1A",-1
"35054","FEV","ICAM1",-1
"35055","FEV","SLC6A4",1
"35056","FEV","TPH1",1
"35057","SMAD9","ID2",1
"35058","IRF9","IRF7",1
"35059","YY2","IFNB1",1
"35060","TCF7L1","IGFBP6",-1
"35061","NFATC2","PARP1",1
"35062","NFATC2","TNFSF13B",1
"35063","STAT4","IL21",1
"35064","NFATC1","FOLH1",1
"35065","NFATC1","IL12B",-1
"35066","NFATC1","ITGB3",1
"35067","NFATC1","TNFSF13B",1
"35068","HNF1B","MMP7",1
"35069","HNF1B","UGT1A7",1
"35070","HNF1B","KIF12",1
"35071","NR0B1","NANOG",-1
"35072","PGR","SUMO1",-1
"35073","MAF","LALBA",1
"35074","PPARGC1A","LDLR",-1
"35075","FOSL2","MMP13",1
"35076","JUND","SPP1",1
"35077","JUND","PLAU",1
"35078","RXRA","ADRB1",1
"35079","CITED2","MMP9",1
"35080","DLX2","DLX6",1
"35081","DLX2","GNRH1",1
"35082","MYF5","NEU1",1
"35083","MYF5","CKM",1
"35084","MYOD1","ACTC1",1
"35085","WT1","BAIAP3",1
"35086","PAX6","PALM",1
"35087","RORA","PCP2",1
"35088","TFAP4","PENK",1
"35089","RARA","ADRB1",1
"35090","RARA","ALDH1A1",1
"35091","RARA","BTG2",1
"35092","RXRA","ALDH1A1",1
"35093","RARA","CRABP2",1
"35094","RARA","HOXA4",1
"35095","RARA","HOXD4",1
"35096","RARA","MPO",1
"35097","RXRA","APOC3",1
"35098","RARA","NES",1
"35099","RARA","OXT",1
"35100","RARA","RBP1",1
"35101","RARA","TGFB1",1
"35102","ETV4","GPX5",1
"35103","POU2F1","TFAP2A",1
"35104","RXRA","SLC10A1",1
"35105","RXRA","BTG2",1
"35106","RXRA","CEBPE",1
"35107","RXRA","CRABP2",1
"35108","RXRA","CRYAB",1
"35109","RXRA","ETS1",1
"35110","RXRA","HOXA1",1
"35111","RXRA","HOXB1",1
"35112","RXRA","RBP1",1
"35113","RXRA","RBP2",1
"35114","RXRA","TH",1
"35115","NKX2-1","PAX8",1
"35116","PAX8","NKX2-1",-1
"35117","HOXA5","HOXA5",1
"35118","OLIG1","SERPINE1",1
"35119","POU3F1","SOX2",1
"35120","FOS","SP3",1
"35121","FOS","TPSAB1",1
"35122","FOS","HBEGF",1
"35123","FOS","IL4",1
"35124","FOS","VIP",1
"35125","TP73","SERPINB5",1
"35126","NFIA","TPO",1
"35127","ATF1","TNF",1
"35128","TEAD1","VEGFA",1
"35129","ARNT","TFRC",1
"35130","ARX","EBF3",-1
"35131","DLX1","DLX6",-1
"35132","EGR2","DHH",1
"35133","MEIS2","DRD1",1
"35134","EGR2","HOXA2",1
"35135","EGR2","HOXB3",1
"35136","EGR4","IL2",1
"35137","EGR4","TNF",1
"35138","FOXA1","LCT",1
"35139","FOXH1","MEF2C",1
"35140","MYBL2","SFTPA1",1
"35141","FOXP1","CSF1R",-1
"35142","FOXP1","IL2",1
"35143","GSC2","TH",1
"35144","HOXA7","TGM1",-1
"35145","JUNB","IL5",1
"35146","LHX2","CGA",1
"35147","NFIA","ALDOA",1
"35148","NFIA","CYP1A2",1
"35149","NFIA","HGF",-1
"35150","NFIA","RBP1",1
"35151","NFIA","SLC25A5",1
"35152","NFIA","SLC2A4",1
"35153","NFIA","TP53",1
"35154","NFIX","PITX2",1
"35155","NFYB","ACTB",1
"35156","PAX5","PAX2",1
"35157","PAX2","PAX5",1
"35158","PITX3","SLC6A3",1
"35159","PLSCR1","ITPR1",1
"35160","POU2F2","CCR5",1
"35161","PTF1A","CPA1",1
"35162","RARB","HOXD4",1
"35163","RARB","OXT",1
"35164","RARB","PLAAT4",1
"35165","RARB","TH",1
"35166","RARG","CYP26A1",1
"35167","RARG","RBP1",1
"35168","REST","ACTA1",-1
"35169","REST","CALB1",-1
"35170","REST","CHRNB2",-1
"35171","REST","CYP1A1",-1
"35172","REST","CYP2E1",-1
"35173","REST","GABRD",-1
"35174","REST","SCN2A",-1
"35175","REST","STMN2",-1
"35176","RXRG","FOXA1",1
"35177","RXRG","NES",1
"35178","SIX3","WNT1",-1
"35179","SOHLH1","LHX8",1
"35180","SP2","PCYT1A",-1
"35181","SRF","ACTC1",1
"35182","TBP","GH1",1
"35183","TBP","MBP",1
"35184","TBP","PMF1",1
"35185","USF2","GCK",1
"35186","USF2","SPP1",1
"35187","HDAC1","VEGFC",-1
"35188","HDAC1","ADAM10",-1
"35189","HDAC1","MME",-1
"35190","MBD2","SERPINB5",-1
"35191","GATA4","BCL2L11",-1
"35192","GATA4","PTEN",-1
"35193","NKX2-5","NOS3",1
"35194","NKX2-5","ACTC1",1
"35195","SPI1","JDP2",1
"35196","SPI1","CCL22",1
"35197","SPI1","ALDH1A2",1
"35198","SPI1","CCR7",1
"35199","SPI1","CD33",1
"35200","SPI1","ZNF521",1
"35201","SPI1","XAF1",1
"35202","SPI1","OAS1",1
"35203","SPI1","NR4A1",1
"35204","SPI1","TNFRSF10B",1
"35205","CREBRF","HERPUD1",1
"35206","EGR1","TF",1
"35207","ERG","WNT1",1
"35208","ERG","WNT3A",1
"35209","ETS1","BCL2",1
"35210","ETS1","NR4A1",1
"35211","ETV4","SCX",1
"35212","FOXJ3","E2F1",1
"35213","HIF1A","VMP1",1
"35214","HIF1A","KDR",1
"35215","HIF1A","NKX3-1",1
"35216","HIF1A","RGCC",1
"35217","HOXC10","LAMB2",1
"35218","HOXD4","HOXD9",1
"35219","IRF3","IFNG",1
"35220","KLF4","TERT",1
"35221","KLF4","NOS3",1
"35222","KLF4","ASS1",1
"35223","LITAF","TNFSF15",1
"35224","MAFF","GCLC",1
"35225","MIXL1","PDGFRA",1
"35226","MYB","ANK1",1
"35227","NFKB1","PDCD4",-1
"35228","NHLH2","NDN",1
"35229","NKX6-3","BAK1",1
"35230","NKX6-3","BBC3",1
"35231","NKX6-3","BNIP3",1
"35232","NKX6-3","PDCD4",1
"35233","NKX6-3","GKN1",1
"35234","NR3C1","LMO3",1
"35235","NR3C1","SLC19A2",1
"35236","POU4F1","RIT2",1
"35237","POU4F1","EGR1",1
"35238","POU4F2","SLC2A4",1
"35239","POU4F2","RIT2",1
"35240","POU4F2","GSK3B",-1
"35241","POU4F2","ACE",1
"35242","POU4F2","PMAIP1",1
"35243","POU4F3","RIT2",1
"35244","POU4F3","BDNF",1
"35245","RELA","DICER1",1
"35246","PIN1","SMAD2",1
"35247","SMAD2","PIN1",1
"35248","SMAD3","PIN1",1
"35249","SMAD3","LGALS9",1
"35250","SMAD4","BMP6",-1
"35251","SMAD4","ATOH8",1
"35252","SOX21","OPRM1",1
"35253","SOX9","NWD1",1
"35254","SREBF1","HNRNPK",1
"35255","STAT3","IL1B",1
"35256","TFAP2B","BMP2",1
"35257","TFAP2B","BMP4",1
"35258","TFAP2B","CRX",-1
"35259","TFAP2B","TNF",1
"35260","TFCP2","BMP4",1
"35261","TSC22D1","NPPC",1
"35262","WT1","SIM1",-1
"35263","WT1","TGFB2",-1
"35264","WT1","DNMT3L",1
"35265","YY1","CACNA1C",1
"35266","YY2","FOS",1
"35267","YY2","TP53",1
"35268","ZBED1","RPS6",1
"35269","ZBED1","RPS10",1
"35270","ZBED1","RPS12",1
"35271","ARNT","IL10RA",1
"35272","DDIT3","JUND",1
"35273","DDIT3","ERO1A",1
"35274","DDIT3","PPP1R15A",1
"35275","E2F1","GRAMD4",1
"35276","ETV5","DHRS2",1
"35277","NKX2-8","AFP",1
"35278","NKX3-1","QSOX1",-1
"35279","NKX3-1","CLU",-1
"35280","NKX3-1","CTSE",-1
"35281","NKX3-1","SPRR2A",-1
"35282","ZNF746","PCK1",1
"35283","ZNF410","CHD4",1
"35284","ZNF410","HBG1",-1
"35285","ZNF410","HBG2",-1
"35286","ATF4","LAMP3",1
"35287","CEBPB","PTK2",1
"35288","CEBPB","SLC9A1",1
"35289","GATA5","TBX20",1
"35290","IRF1","GBP5",1
"35291","MAZ","PDPN",1
"35292","MAZ","XIAP",1
"35293","MAZ","BCL2",1
"35294","MAZ","MMP2",1
"35295","HES1","CRABP1",1
"35296","BACH1","CCND2",1
"35297","BACH1","CCNE2",1
"35298","BACH1","CCNG2",1
"35299","CREB3L1","FGFBP1",-1
"35300","CREB3L1","FGF2",-1
"35301","FOXO3","VMP1",-1
"35302","FOXP1","CD22",-1
"35303","IRX1","BDKRB2",-1
"35304","IRX1","BPI",-1
"35305","IRX1","COL9A3",-1
"35306","IRX1","FGF7",-1
"35307","IRX1","NPTX1",-1
"35308","IRX1","PTGER1",-1
"35309","IRX1","CELF2",-1
"35310","IRX1","DKK3",-1
"35311","IRX1","PHYHIPL",-1
"35312","IRX2","CXCL10",-1
"35313","IRX2","CCL5",-1
"35314","KLF8","HBB",-1
"35315","MYC","IREB2",1
"35316","NACC2","MDM2",-1
"35317","OVOL2","SMAD4",-1
"35318","SNAI2","ITGA3",-1
"35319","SNAI2","KRT8",-1
"35320","SNAI2","KRT19",-1
"35321","SNAI2","ITGB1",-1
"35322","SNAI2","ITGB4",-1
"35323","TCF21","NR5A1",-1
"35324","ZEB2","ZEB1",-1
"35325","ZEB2","TERT",-1
"35326","ZEB2","MITF",1
"35327","ZNF205","MPV17",-1
"35328","ZNF140","FCGR3B",-1
"35329","ZNF263","FOXA1",-1
"35330","ZNF750","SNAI1",-1
"35331","EID2B","MYOD1",-1
"35332","NOTCH1","BMP2",-1
"35333","NOTCH1","SPP1",-1
"35334","NOTCH1","RUNX2",-1
"35335","NOTCH1","CDH5",-1
"35336","NOTCH1","SOX9",1
"35337","NOTCH1","HEYL",1
"35338","NOTCH1","ACTA2",1
"35339","NOTCH1","SNAI1",1
"35340","NOTCH1","SNAI2",1
"35341","NOTCH1","VEGFA",1
"35342","NOTCH1","CD44",1
"35343","NOTCH1","NRP1",1
"35344","NOTCH1","EFNB2",1
"35345","NOTCH1","DLL4",1
"35346","NOTCH1","DLL1",1
"35347","NOTCH1","BMP10",1
"35348","NOTCH1","COL2A1",1
"35349","TBX2","OCA2",-1
"35350","TBX2","CEBPD",-1
"35351","TBX2","FRZB",-1
"35352","TBX2","SHISA3",-1
"35353","TBX2","CCN4",-1
"35354","TBX2","IL33",-1
"35355","TBX2","ADAM10",-1
"35356","TBX2","TGFB2",1
"35357","TBX2","CCND1",1
"35358","TBX2","GJA5",1
"35359","CHD4","HBG1",-1
"35360","CHD4","HBG2",-1
"35361","CNOT7","ICAM1",-1
"35362","CNOT7","CXCL8",-1
"35363","CTNNB1","ISL1",-1
"35364","CTNNB1","KCNIP4",1
"35365","CTNNB1","OTX2",1
"35366","FGF2","GPC1",-1
"35367","FGF2","FGFR1",-1
"35368","HAND2","BMP7",-1
"35369","HAND2","SLIT3",-1
"35370","HAND2","GNAI1",-1
"35371","HAND2","EIF2S3",-1
"35372","HAND2","UTY",-1
"35373","HAND2","UCP3",1
"35374","HAND2","ABRA",1
"35375","HAND2","POSTN",1
"35376","HAND2","PDK4",1
"35377","HAND2","ID1",1
"35378","MECP2","SRF",-1
"35379","MECP2","MYOCD",-1
"35380","MECP2","PLA2G7",-1
"35381","MECP2","NOX4",-1
"35382","MECP2","HDAC7",-1
"35383","PARK7","BBC3",-1
"35384","PARK7","SLC18A2",1
"35385","PARK7","TXN",1
"35386","PARK7","NQO1",1
"35387","PARK7","GCLM",1
"35388","PARK7","ICAM1",1
"35389","PARK7","TH",1
"35390","PARK7","CXCL8",1
"35391","PARP10","NFKBIA",-1
"35392","PARP10","CXCL8",-1
"35393","PARP14","PARP9",-1
"35394","PARP9","PARP14",-1
"35395","PAWR","VIM",-1
"35396","PAWR","CDH2",-1
"35397","PAWR","CEBPB",-1
"35398","PGR","HYAL1",-1
"35399","PPARG","TLR4",-1
"35400","PPARG","PFKP",-1
"35401","PPARG","ACTA2",-1
"35402","PPARG","TGFBR1",-1
"35403","PPARG","TFAM",1
"35404","PPARG","HSPA9",1
"35405","PPARG","VDAC1",1
"35406","PPARG","MFN2",1
"35407","STOX1","CCNC",-1
"35408","STOX1","CCNA2",1
"35409","STOX1","CCNB1",1
"35410","STOX1","CCNE1",1
"35411","TAF1","BAX",-1
"35412","TAF1","LGALS7",-1
"35413","TAF1","TP53",-1
"35414","TERF2","ICAM1",-1
"35415","TERF2","NOS3",1
"35416","TLE5","BCL2",-1
"35417","ZNF503","ZNF503",-1
"35418","HDAC9","LPL",-1
"35419","SIRT6","ISG15",-1
"35420","SIRT6","TP53",-1
"35421","PPARA","VMP1",-1
"35422","AEBP2","FABP4",-1
"35423","APBB1","CLU",-1
"35424","BACH2","HBB",-1
"35425","BCL11A","HBG2",-1
"35426","BCL11A","HBZ",-1
"35427","CGGBP1","FMR1",-1
"35428","DNMT3A","MLH1",-1
"35429","DNMT3A","SIM1",-1
"35430","DNMT3A","TGFB2",-1
"35431","DNMT3A","CCND1",-1
"35432","E2F7","E2F2",-1
"35433","ETV3","MYB",-1
"35434","ETV3","MYC",-1
"35435","FLYWCH1","ZEB1",-1
"35436","FOXS1","FASLG",-1
"35437","GLIS3","PAX6",-1
"35438","HDAC5","GCM1",-1
"35439","HDAC5","ERVW-1",-1
"35440","HEY2","TBX2",-1
"35441","HEY2","RUNX2",-1
"35442","HEY2","KDR",1
"35443","HEY2","HEY1",1
"35444","HMGB1","TNF",1
"35445","IRF2BPL","PENK",-1
"35446","IRF2BPL","GNRH1",1
"35447","IRF8","HLA-B",-1
"35448","KLF2","VEGFA",-1
"35449","MED1","CRABP2",-1
"35450","MED1","RARB",-1
"35451","MED1","THRA",1
"35452","MED1","IRF8",1
"35453","MED1","FLG",1
"35454","MED1","KRT1",1
"35455","MED1","KRT10",1
"35456","MED1","IVL",1
"35457","MED1","LORICRIN",1
"35458","MSC","CKM",-1
"35459","NCOR1","CPT1A",-1
"35460","NCOR1","PDK4",-1
"35461","NCOR2","HMGCS2",-1
"35462","NFATC4","AXIN2",-1
"35463","NFATC4","DKK1",-1
"35464","NR4A2","SNCA",1
"35465","NR4A2","KCNIP4",1
"35466","RBPJ","CDH5",-1
"35467","RBPJ","EPHB4",-1
"35468","RBPJ","EFNB2",1
"35469","RBPJ","EFNB3",1
"35470","RBPJ","BMP10",1
"35471","RBPJ","NRG1",1
"35472","RXRA","ACSL3",1
"35473","SIN3A","SOCS3",-1
"35474","SIN3A","FGG",-1
"35475","SIN3A","AGT",-1
"35476","SIN3A","IFITM1",1
"35477","SIN3A","IFITM2",1
"35478","SIN3A","IFITM3",1
"35479","SIN3A","STAT3",-1
"35480","SKIL","MYOG",-1
"35481","TBX20","SORBS3",-1
"35482","TRPS1","ZEB2",-1
"35483","VDR","SLC19A1",1
"35484","VDR","KRT1",1
"35485","VDR","FLG",1
"35486","VDR","LORICRIN",1
"35487","ZNF202","APOA1",-1
"35488","FOXA2","KCNJ11",1
"35489","JUN","USP28",1
"35490","NR1H4","DGKQ",1
"35491","NR5A1","SREBF1",1
"35492","PHB1","FBXO7",1
"35493","ELK1","NR4A1",1
"35494","TRERF1","PGR",1
"35495","FLI1","NR4A1",1
"35496","HCFC1","CDK1",1
"35497","HCFC1","CDC6",1
"35498","HCFC1","CCNA2",1
"35499","HCFC1","PDX1",1
"35500","HOXC13","ZNF521",1
"35501","PPARGC1A","IDE",1
"35502","ID2","HES1",-1
"35503","IRF4","ALDH1A2",1
"35504","IRF4","ITGAX",1
"35505","KMT2E","E2F1",1
"35506","KMT2E","CDK1",1
"35507","KMT2E","CDC6",1
"35508","KMT2E","CCNA2",1
"35509","PPARGC1A","TFAM",1
"35510","MYOCD","MYLK",1
"35511","SOX2","ADAM10",1
"35512","AR","EPB41L4B",1
"35513","BRCA1","NOS3",1
"35514","GABPA","SULT1A3",1
"35515","GABPA","SULT1A1",1
"35516","GATA2","KDR",1
"35517","ID3","HES1",1
"35518","PPARGC1A","NRF1",1
"35519","SCX","COL2A1",1
"35520","SMAD1","RUNX2",1
"35521","SRY","NWD1",1
"35522","TLE1","BCL2",1
"35523","WNT3A","AXIN2",1
"35524","WNT3A","TERT",1
"35525","ZNF804A","NLGN4X",1
"35526","BARX2","FGF12",1
"35527","CCDC62","CXCL12",1
"35528","CEBPE","CSF3R",1
"35529","CEBPZ","HSPA4",1
"35530","CREB3","HERPUD1",1
"35531","CREB3L4","HSPA5",1
"35532","DMTF1","ADM",1
"35533","DMTF1","AREG",1
"35534","DMTF1","BCL3",1
"35535","FOXF1","SCGB1A1",1
"35536","DMTF1","EGR1",1
"35537","DMTF1","JUNB",1
"35538","DOT1L","STAT1",1
"35539","EHF","TNFRSF10B",1
"35540","EP300","NOS1",1
"35541","EP300","RARB",1
"35542","FOXF2","SFTPB",1
"35543","FOXJ2","C4BPA",1
"35544","HOXB5","KDR",1
"35545","IRF6","OVOL1",1
"35546","LHX3","VSX2",1
"35547","LMX1A","WNT1",1
"35548","LMX1A","PITX3",1
"35549","LMX1A","NR4A2",1
"35550","LMX1A","MSX1",1
"35551","MEF2B","JUN",1
"35552","MEF2C","CKM",1
"35553","NCOA3","KRT1",1
"35554","NCOA3","FLG",1
"35555","NCOA3","LORICRIN",1
"35556","NCOA3","PPARA",1
"35557","NEUROD2","ITPR3",1
"35558","NFIA","TNFRSF14",1
"35559","NFIB","FABP7",1
"35560","NUCKS1","INSR",1
"35561","PAX9","TK1",1
"35562","PHF8","KDM5C",1
"35563","PHOX2B","SLC6A2",1
"35564","PIN1","CCND1",1
"35565","PIN1","MYC",1
"35566","PIN1","PPARD",1
"35567","PIN1","FN1",1
"35568","PRDM10","BCL2",1
"35569","PRDM4","BMP4",1
"35570","PRDM4","KLF5",1
"35571","PRDM4","GATA6",1
"35572","PRDM4","TBX3",1
"35573","PRDM4","ESRRB",1
"35574","PRDM4","PRDM14",1
"35575","RAX","SAG",1
"35576","SIRT1","TAGLN",1
"35577","SIRT1","SRF",1
"35578","SIRT1","MEF2C",1
"35579","SIRT1","MYOCD",1
"35580","TCF7L2","NPNT",1
"35581","SIRT1","PPARGC1A",1
"35582","SMARCA4","ABCA1",1
"35583","SOX11","SETMAR",1
"35584","SOX11","DBN1",1
"35585","SOX11","HILPDA",1
"35586","SP3","MMP14",1
"35587","STAT5A","RARB",1
"35588","TCF15","SCX",1
"35589","TCF3","SCX",1
"35590","TFE3","ASAH1",1
"35591","TFE3","FNIP2",1
"35592","TFE3","SULT1C2",1
"35593","THRA","SFRP2",1
"35594","TOX2","ETS1",1
"35595","TOX2","IL15",1
"35596","TOX2","TBX21",1
"35597","ZNF711","KDM5C",1
"35598","ZNF300","IL2RB",1
"35599","FEV","GCH1",1
"35600","FEV","GCHFR",1
"35601","FEV","QDPR",1
"35602","KAT6A","RUNX2",1
"35603","KAT6B","RUNX2",1
"35604","MID2","JUN",1
"35605","NCOA2","PPARD",1
"35606","RBCK1","ESRRA",1
"35607","RBCK1","CCNB1",1
"35608","TRIM14","JUN",1
"35609","TRIM15","JUN",1
"35610","TRIM21","JUN",1
"35611","TRIM22","JUN",1
"35612","TRIM27","JUN",1
"35613","TRIM31","JUN",1
"35614","TRIM5","JUN",1
"35615","TRIM62","JUN",1
"35616","TRIM8","JUN",1
"35617","YAP1","TEAD1",1
"35618","DAXX","NR3C1",-1
"35619","DAXX","AR",-1
"35620","FHL2","TCF3",-1
"35621","FHL2","HAND1",-1
"35622","NRIP1","PPARD",-1
"35623","NRIP1","PPARA",-1
"35624","RBFOX2","ESR1",-1
"35625","KAT5","SOX4",1
"35626","KAT2A","PPARGC1A",-1
"35627","LYAR","IRF3",-1
"35628","PASD1","CLOCK",-1
"35629","TCF23","TCF3",-1
"35630","TCF23","MYOD1",-1
"35631","TFDP3","E2F3",-1
"35632","TFDP3","E2F5",-1
"35633","TFDP3","E2F4",-1
"35634","ZNF451","SMAD2",-1
"35635","ZNF451","SMAD4",-1
"35636","AHR","AFMID",1
"35637","AHR","TDO2",1
"35638","BCL6","BMI1",1
"35639","BCL6","GLI1",1
"35640","BCOR","ARID3A",1
"35641","BCOR","BMI1",1
"35642","BCOR","GLI1",1
"35643","BCOR","IRF4",1
"35644","BRD4","IL7R",1
"35645","BHLHA15","RAB26",1
"35646","BPTF","EN1",1
"35647","BPTF","EN2",1
"35648","BRD4","ANKRD37",1
"35649","BRD4","BCL2",1
"35650","BRD4","DMAP1",1
"35651","BRD4","HNRNPH1",1
"35652","BRD4","HS1BP3",1
"35653","BRD4","KAT5",1
"35654","BRD4","MLF2",1
"35655","BRD4","STC2",1
"35656","BRD4","TNF",1
"35657","CBFA2T3","EPB42",1
"35658","CHD4","KCTD16",-1
"35659","CREB1","COX8A",1
"35660","CREB1","FOXO3",1
"35661","CREB1","MRPL49",1
"35662","CREB1","MRPS18B",1
"35663","CREB1","NDUFV1",1
"35664","CREB1","OXNAD1",1
"35665","CREB1","UQCRQ",1
"35666","CREB1","WARS2",1
"35667","CREBBP","ERCC1",1
"35668","CTNNB1","HILPDA",1
"35669","CTNNB1","TGIF1",1
"35670","DNMT3A","FOXP3",1
"35671","EGR1","COL11A1",1
"35672","DNMT3B","FOXP3",1
"35673","EGR1","FOXP3",1
"35674","ELF3","NOTCH3",1
"35675","EP300","GREB1",1
"35676","EP300","IL9",1
"35677","EP300","SMAD7",1
"35678","EP300","SPHK1",1
"35679","EP300","TNF",1
"35680","ESR1","AFMID",1
"35681","ESR1","FOXC1",1
"35682","ESR1","GSG1",1
"35683","ESR1","NFIB",1
"35684","ESR1","TDO2",1
"35685","ESR1","TNIP1",1
"35686","ESR1","ZMYND8",1
"35687","EZH2","EVX2",1
"35688","EZH2","GPR26",1
"35689","EZH2","HOXC12",1
"35690","EZH2","HOXC13",1
"35691","EZH2","HOXC9",1
"35692","EZH2","HOXD1",1
"35693","EZH2","HOXD10",1
"35694","EZH2","HOXD13",1
"35695","EZH2","HOXD3",1
"35696","EZH2","HOXD9",1
"35697","EZH2","NME1",1
"35698","EZH2","ONECUT1",1
"35699","EZH2","PARP12",1
"35700","EZH2","RNF19B",1
"35701","EZH2","SOX17",1
"35702","EZH2","SPOCK2",1
"35703","EZH2","TMEM200A",1
"35704","FOS","FOXC1",1
"35705","FOXP3","TGFB1",1
"35706","FOS","FOXO3",1
"35707","FOS","GREB1",1
"35708","FOXA1","FOXC1",1
"35709","FOXO1","FOXP3",1
"35710","FOXO3","FOXO3",1
"35711","FOXO3","IKZF2",1
"35712","FOXO3","MSTN",1
"35713","FOXO3","NT5E",1
"35714","FOXP3","CD101",1
"35715","FOXP3","IGSF3",1
"35716","FOXP3","IL6",-1
"35717","FOXP3","IL9",1
"35718","FOXP3","NPR1",1
"35719","FOXP3","PTPN22",1
"35720","GATA3","ACTR6",1
"35721","GATA3","AURKAIP1",1
"35722","GATA3","BCAS3",1
"35723","GATA3","CDH2",1
"35724","GATA3","GREB1",1
"35725","GATA3","KMT2E",1
"35726","GATA3","NCOA3",1
"35727","GATA3","POLR1F",1
"35728","GATA3","VAPB",1
"35729","GATA3","ZNF217",1
"35730","GFI1","RAG1",1
"35731","HDAC1","EHMT2",-1
"35732","HDAC1","MTA3",-1
"35733","HDAC3","SMAD7",1
"35734","HIF1A","ANKRD37",1
"35735","JUN","FOXC1",1
"35736","JUN","FOXO3",1
"35737","MTA3","ACTR6",1
"35738","JUN","GREB1",1
"35739","JUN","TNFSF15",1
"35740","KAT2B","FOXP3",1
"35741","KDM5B","ABCA4",1
"35742","KDM5B","ACTBL2",1
"35743","MTA3","AURKAIP1",1
"35744","KDM5B","CALML5",1
"35745","KDM5B","CAV1",1
"35746","KDM5B","CDC14A",1
"35747","KDM5B","CHST3",1
