"","source","target","mor"
"34093","FOXO1","CAVIN2",-1
"34094","FOXO1","SEMA3F",-1
"34095","FOXO1","SFRP1",1
"34096","FOXO1","SFRP2",1
"34097","FOXO1","SLC16A1",1
"34098","FOXO1","SMAD4",1
"34099","FOXO1","SOST",1
"34100","FOXO1","SPRY2",1
"34101","FOXO1","SQLE",-1
"34102","FOXO1","STAB1",1
"34103","FOXO1","TAF11",1
"34104","FOXO1","TCF4",1
"34105","FOXO1","TDO2",1
"34106","FOXO1","TKT",-1
"34107","FOXO1","TLE4",1
"34108","FOXO1","TMEFF2",1
"34109","FOXO1","TMEM47",1
"34110","TP53","FOXO1",-1
"34111","FOXO1","TP53",1
"34112","FOXO1","TRADD",1
"34113","FOXO1","TRAF1",1
"34114","FOXO1","TRAF2",1
"34115","FOXO1","TRAF6",1
"34116","FOXO1","TSC22D1",-1
"34117","FOXO1","TSPAN7",1
"34118","FOXO1","VASP",-1
"34119","FOXO1","WNT16",1
"34120","FOXO1","WNT4",1
"34121","FOXO1","CA2",1
"34122","HIF1A","APH1A",1
"34123","HIF1A","DLL4",1
"34124","HIF1A","MDK",1
"34125","HIF1A","PFKL",1
"34126","HIF1A","BHLHE40",1
"34127","HIF1A","TFF3",1
"34128","NFKB1","AKR1B1",1
"34129","NFKB1","COL10A1",-1
"34130","NFKB1","CXCL3",1
"34131","NFKB1","FTMT",1
"34132","NFKB1","HTR1A",1
"34133","NFKB1","MYB",1
"34134","NFKB1","NPY1R",1
"34135","NFKB1","PDGFB",1
"34136","NFKB1","TAC1",1
"34137","RELA","TAC1",1
"34138","NFKB1","VIM",1
"34139","NFKB1","CSF3",1
"34140","NFKB1","CXCL9",1
"34141","NFKB1","IL15",1
"34142","RELA","AKR1B1",1
"34143","RELA","B2M",1
"34144","RELA","CXCL9",1
"34145","RELB","ABCB1",1
"34146","RELB","CXCL2",1
"34147","RELB","MYB",1
"34148","SP1","ACSS2",1
"34149","SP1","ADRB1",1
"34150","SP1","ALDH3A1",1
"34151","SP1","CDC25C",1
"34152","SP1","CGA",1
"34153","SP1","CLU",1
"34154","SP1","COL6A1",1
"34155","SP1","COX4I1",1
"34156","SP1","ACKR1",1
"34157","SP1","DLK1",1
"34158","SP1","EVPL",1
"34159","SP1","F13A1",1
"34160","SP1","FDX1",1
"34161","SP1","FGG",1
"34162","SP1","FOXA1",-1
"34163","SP1","GAD2",1
"34164","SP1","DRD2",1
"34165","SP1","GLS2",1
"34166","SP1","HDLBP",1
"34167","SP1","HOXA4",1
"34168","SP1","HSF1",1
"34169","SP1","HSPA1A",1
"34170","SP1","ITGA11",1
"34171","SP1","ITGA6",1
"34172","SP1","LRP2",1
"34173","SP1","MSX1",1
"34174","SP1","MT2A",1
"34175","SP1","NEU1",1
"34176","SP1","PCNA",1
"34177","SP1","PIM1",1
"34178","SP1","POLA1",1
"34179","SP1","PROC",1
"34180","SP1","PSMB5",1
"34181","SP1","PTX3",-1
"34182","SP1","RFC1",1
"34183","SP1","RUNX2",1
"34184","SP1","TPI1",1
"34185","SP1","SCNN1G",1
"34186","SP1","SPRR2A",1
"34187","SP1","TAL1",1
"34188","SP1","TGM3",-1
"34189","SP1","TM7SF2",1
"34190","SP1","ARG1",1
"34191","SP1","TRIM25",1
"34192","SP1","UNG",1
"34193","SP1","ACTA1",1
"34194","SP1","ACTC1",1
"34195","SP1","CP",1
"34196","SP1","GGH",1
"34197","SP1","GNRH1",1
"34198","SP1","KAT5",1
"34199","SP1","PDPN",1
"34200","SP1","SMAD4",1
"34201","TCF7L2","AKT1",1
"34202","TCF7L2","AMHR2",1
"34203","TCF7L2","APCDD1",1
"34204","TCF7L2","AXIN2",1
"34205","TCF7L2","BAMBI",1
"34206","TCF7L2","BCL2",1
"34207","TCF7L2","BCL2L2",1
"34208","TCF7L2","BIRC7",1
"34209","TCF7L2","BOK",-1
"34210","TCF7L2","CAPN2",1
"34211","TCF7L2","CASP3",-1
"34212","TCF7L2","CASP7",-1
"34213","TCF7L2","CCL2",1
"34214","TCF7L2","CD44",1
"34215","TCF7L2","CCN2",1
"34216","TCF7L2","CYCS",-1
"34217","TCF7L2","CYP26A1",1
"34218","TCF7L2","DAPK2",-1
"34219","TCF7L2","DKK1",1
"34220","TCF7L2","EDN1",1
"34221","TCF7L2","ENC1",1
"34222","TCF7L2","EPCAM",1
"34223","TCF7L2","FGF18",1
"34224","TCF7L2","FST",1
"34225","TCF7L2","GLI2",1
"34226","TCF7L2","IGFBP6",-1
"34227","TCF7L2","NOS2",1
"34228","TCF7L2","CXCL8",1
"34229","TCF7L2","INHA",1
"34230","TCF7L2","KRT1",1
"34231","TCF7L2","LEF1",1
"34232","TCF7L2","MAP3K6",1
"34233","TCF7L2","MMP1",1
"34234","TCF7L2","MMP26",1
"34235","TCF7L2","MMP7",1
"34236","TCF7L2","MXD1",-1
"34237","TCF7L2","MYBL2",-1
"34238","TCF7L2","MYH2",1
"34239","TCF7L2","MYOD1",1
"34240","TCF7L2","NAIP",1
"34241","TCF7L2","NOTUM",1
"34242","TCF7L2","NTSR1",1
"34243","TCF7L2","PTTG1",1
"34244","TCF7L2","SGK1",1
"34245","TCF7L2","SMC3",1
"34246","TCF7L2","SP5",1
"34247","TCF7L2","SRSF3",1
"34248","TCF7L2","TBXT",1
"34249","TCF7L2","TAGLN",1
"34250","TCF7L2","TCF7",1
"34251","TCF7L2","TNFRSF11B",1
"34252","TP53","GPD1",-1
"34253","TCF7L2","UBE2B",1
"34254","TCF7L2","VCAN",1
"34255","TCF7L2","VIM",1
"34256","TP53","ABCC2",1
"34257","TP53","ABCC4",1
"34258","TP53","NFATC4",-1
"34259","TP53","PEG3",1
"34260","PEG3","TP53",1
"34261","TP53","PHLDA3",1
"34262","TP53","TP53TG5",1
"34263","TP53","PIDD1",1
"34264","TP53","TCF4",-1
"34265","TP53","TP53INP1",1
"34266","MYC","ACSL4",-1
"34267","TP53","TYRP1",1
"34268","TP53","CX3CL1",1
"34269","TP53","DCC",1
"34270","TP53","RRM1",1
"34271","MYC","CRYBG1",1
"34272","TP53","SERTAD1",1
"34273","PPARA","ELOVL5",1
"34274","PPARA","ELOVL6",1
"34275","PPARA","FADS1",1
"34276","PPARA","MYL2",1
"34277","MYC","ABI2",-1
"34278","MYC","AIMP2",1
"34279","MYC","BRD2",-1
"34280","MYC","C1QBP",1
"34281","MYC","CCT3",1
"34282","MYC","CCT6A",1
"34283","MYC","CDK11B",1
"34284","MYC","CKS2",1
"34285","MYC","CPD",-1
"34286","MYC","DDX5",1
"34287","MYC","DNAJB1",1
"34288","MYC","DUSP1",-1
"34289","MYC","E2F3",1
"34290","MYC","EEF2",1
"34291","MYC","EI24",1
"34292","MYC","EIF3B",1
"34293","MYC","EIF5",1
"34294","MYC","ENDOU",1
"34295","MYC","EPRS1",1
"34296","MYC","FKBP4",1
"34297","MYC","GCN1",-1
"34298","MYC","GM2A",-1
"34299","MYC","H6PD",1
"34300","MYC","HAS2",1
"34301","MYC","HERC5",1
"34302","MYC","HNRNPH1",-1
"34303","MYC","HSP90AB1",1
"34304","MYC","HSPA1A",1
"34305","MYC","HSPA9",1
"34306","MYC","HSPH1",1
"34307","MYC","IMPACT",-1
"34308","MYC","INTS7",-1
"34309","MYC","KLF7",-1
"34310","MYC","LAMP1",-1
"34311","MYC","LDHB",1
"34312","MYC","LENEP",1
"34313","MYC","MAP3K1",-1
"34314","MYC","MAPK3",-1
"34315","MYC","METAP2",1
"34316","MYC","MIF",1
"34317","MYC","MSH2",1
"34318","MYC","NCAM1",-1
"34319","MYC","NOP56",1
"34320","MYC","NUCB1",-1
"34321","MYC","NUTF2",1
"34322","MYC","PAM",-1
"34323","MYC","PEX19",-1
"34324","MYC","PFKM",1
"34325","MYC","PIAS1",1
"34326","MYC","POLR2F",1
"34327","MYC","PPIF",1
"34328","MYC","PPP2R2B",-1
"34329","MYC","RANBP1",1
"34330","MYC","RBP1",1
"34331","MYC","RHOB",1
"34332","MYC","RPL12",1
"34333","MYC","RPL13",1
"34334","MYC","RPL21",1
"34335","MYC","RPL23",1
"34336","MYC","RPL30",1
"34337","MYC","RPL7",1
"34338","MYC","RPL32",1
"34339","MYC","RPL35",1
"34340","MYC","RPL36A",1
"34341","MYC","RPL41",1
"34342","MYC","RPL5",1
"34343","MYC","RPL6",1
"34344","MYC","RPL9P7",1
"34345","MYC","RPLP1",1
"34346","MYC","RPS12",1
"34347","MYC","RPS13",1
"34348","MYC","RPS15A",1
"34349","MYC","RPS18",1
"34350","NOTCH1","TNFRSF11B",1
"34351","MYC","RPS20",1
"34352","MYC","RPS23",1
"34353","MYC","RPS7",1
"34354","MYC","RPS9",1
"34355","MYC","RUVBL2",1
"34356","MYC","SCARB1",1
"34357","MYC","SLC25A4",1
"34358","MYC","SNRPD3",1
"34359","MYC","SRSF2",1
"34360","MYC","SUMO2",1
"34361","MYC","TLE4",1
"34362","MYC","TPD52",-1
"34363","MYC","TPM1",-1
"34364","MYC","TRAK1",1
"34365","MYC","TRAP1",1
"34366","MYC","TSPO",1
"34367","MYC","UBE2S",1
"34368","MYC","UCN2",1
"34369","MYC","UNG",1
"34370","NOTCH1","DTX1",1
"34371","MYC","YWHAE",1
"34372","MYC","ZXDB",-1
"34373","MYC","ADRB1",1
"34374","MYC","BCAT1",1
"34375","MYC","PDCD10",1
"34376","NR2F1","ACADM",-1
"34377","NR2F1","AGT",-1
"34378","NR2F1","APOA4",-1
"34379","NR2F1","CPT2",-1
"34380","NR2F1","KLK15",-1
"34381","NR2F1","NR0B1",-1
"34382","NR2F1","PCK1",-1
"34383","HNF1A","SCD",1
"34384","NR2F1","RXRG",-1
"34385","NR2F1","TF",-1
"34386","NR2F1","HMGCS2",1
"34387","NR2F1","NES",1
"34388","NR2F1","PCP2",-1
"34389","HNF1A","ADH1A",1
"34390","GABPA","ITGB2",1
"34391","HNF1A","DDC",1
"34392","HNF1A","FECH",1
"34393","HNF1A","FGL1",1
"34394","HNF1A","GLS2",1
"34395","HNF1A","LPA",1
"34396","HNF1A","MMP7",1
"34397","HNF1A","ST6GAL1",1
"34398","HNF1A","MIA2",1
"34399","GABPA","ACHE",1
"34400","GABPA","CHRNE",1
"34401","GABPA","COX4I1",1
"34402","GABPA","DLD",1
"34403","GABPA","ELANE",1
"34404","GABPA","IL2RB",1
"34405","GABPA","POLA1",1
"34406","GABPA","PSMB5",1
"34407","GABPA","TSHR",1
"34408","SMAD3","ALPI",1
"34409","SMAD3","ANKRD1",1
"34410","SMAD3","ITGA11",1
"34411","SMAD3","COL1A1",1
"34412","SMAD3","COL3A1",1
"34413","SMAD3","COL5A2",1
"34414","SMAD3","COL6A1",1
"34415","SMAD3","COL6A2",1
"34416","SMAD3","COL6A3",1
"34417","SMAD3","CCN1",1
"34418","SMAD3","DMP1",1
"34419","SMAD3","FABP2",1
"34420","SMAD3","GCLC",-1
"34421","SMAD3","HEY1",1
"34422","SMAD3","ITGB1",1
"34423","SMAD3","MET",1
"34424","SMAD3","SERPINB5",1
"34425","SMAD3","SSTR2",1
"34426","SMAD3","TIMP1",1
"34427","NOTCH1","CDKN1A",1
"34428","SMAD3","TIMP3",1
"34429","SMAD3","TNFRSF11B",1
"34430","SMAD3","TPSAB1",1
"34431","SMAD3","TPSB2",1
"34432","SMAD3","VIM",1
"34433","SMAD3","VIP",1
"34434","NOTCH1","CR2",1
"34435","GATA4","ADA",1
"34436","GATA4","ALPI",1
"34437","GATA4","CPT1B",1
"34438","GATA4","F10",1
"34439","GATA4","GNRH1",1
"34440","GATA4","HDC",-1
"34441","GATA4","MAFK",1
"34442","NOTCH1","CSF1",-1
"34443","PDX1","ADA",1
"34444","PDX1","CELA1",1
"34445","NOTCH1","ADAM19",1
"34446","NOTCH1","ASCL1",-1
"34447","NOTCH1","BCL2",1
"34448","NOTCH1","CASP3",1
"34449","NOTCH1","CD8A",-1
"34450","NOTCH1","CDH2",1
"34451","NOTCH1","TCF7",1
"34452","NOTCH1","GATA2",1
"34453","NOTCH1","HEY2",1
"34454","NOTCH1","IGHM",-1
"34455","NOTCH1","MCM2",-1
"34456","NOTCH1","MCM6",-1
"34457","NOTCH1","MYC",-1
"34458","NOTCH1","MYH11",-1
"34459","NOTCH1","MYOD1",-1
"34460","NOTCH1","NFKB1",1
"34461","NOTCH1","NFKB2",1
"34462","NOTCH1","NRARP",1
"34463","NOTCH1","PSEN1",-1
"34464","NOTCH1","REL",1
"34465","NOTCH1","RELA",1
"34466","NOTCH1","RELB",1
"34467","NOTCH1","REN",1
"34468","NOTCH1","SMTN",-1
"34469","NOTCH1","TAGLN",-1
"34470","NOTCH1","TNFSF11",1
"34471","LEF1","ADAM2",-1
"34472","LEF1","APP",-1
"34473","LEF1","BCL2",1
"34474","LEF1","CASP4",-1
"34475","LEF1","CDX4",1
"34476","SMAD2","COL7A1",1
"34477","LEF1","DSP",-1
"34478","LEF1","E2F1",1
"34479","LEF1","EPHB2",1
"34480","LEF1","EPHB3",1
"34481","LEF1","FOXN1",1
"34482","LEF1","INHA",1
"34483","LEF1","ITGB1",-1
"34484","LEF1","LIMA1",-1
"34485","LEF1","MLLT10",1
"34486","LEF1","MYF5",1
"34487","LEF1","NPPC",1
"34488","LEF1","ROCK1",-1
"34489","SMAD2","CCN1",1
"34490","LEF1","TBXT",1
"34491","LEF1","OVOL1",1
"34492","DBP","ADH1A",1
"34493","DBP","ADH1B",1
"34494","DBP","ADH1C",1
"34495","SMAD2","DMP1",1
"34496","DBP","ST6GAL1",1
"34497","SOX2","FOXJ1",1
"34498","SOX2","SCGB1A1",1
"34499","SOX2","SPP1",-1
"34500","SOX2","UTF1",1
"34501","SOX2","ZSCAN10",1
"34502","SMAD2","ALPI",1
"34503","SMAD2","ANKRD1",1
"34504","SMAD2","FABP2",1
"34505","SMAD2","ITGA11",1
"34506","SMAD2","MET",1
"34507","SMAD2","SPP1",1
"34508","SMAD2","TIMP3",1
"34509","SMAD2","TNFRSF11B",1
"34510","SMAD4","ALPI",1
"34511","SMAD4","ANKRD1",1
"34512","SMAD4","CCN1",1
"34513","SMAD4","DLX3",1
"34514","SMAD4","DMP1",1
"34515","SMAD4","DSPP",1
"34516","SMAD4","FABP2",1
"34517","SMAD4","IHH",1
"34518","SMAD4","ITGB5",1
"34519","SMAD4","TAGLN",1
"34520","SMAD4","MET",1
"34521","SMAD4","NKX2-5",1
"34522","SMAD4","PTHLH",1
"34523","SMAD4","SELENOP",-1
"34524","SMAD4","SSTR2",1
"34525","SMAD4","TIMP3",1
"34526","SMAD4","TNFRSF11B",1
"34527","SMAD4","TPSAB1",1
"34528","SMAD4","VIP",1
"34529","SMAD4","MSX1",1
"34530","NFKB2","AKR1B1",1
"34531","HNF4A","LCT",1
"34532","NFKB2","BCL2L1",1
"34533","NR5A1","CYP21A2",1
"34534","HNF4A","EBP",1
"34535","HNF4A","AMBP",1
"34536","HNF4A","F10",1
"34537","GATA1","CTSE",1
"34538","GATA1","INHA",1
"34539","GATA1","INHBB",1
"34540","GATA1","MAFK",1
"34541","GATA1","RHAG",1
"34542","GATA1","TAC1",1
"34543","EP300","ALB",1
"34544","EP300","SLC2A2",1
"34545","EP300","SPP1",1
"34546","EP300","TAPBP",-1
"34547","JUN","ALDOA",1
"34548","JUN","GTF3A",1
"34549","JUN","BCL2A1",1
"34550","JUN","BDKRB1",1
"34551","JUN","CD40LG",1
"34552","JUN","CHGA",1
"34553","JUN","COL6A1",1
"34554","JUN","CR2",1
"34555","JUN","CRYGB",1
"34556","JUN","DIO2",-1
"34557","JUN","FABP4",1
"34558","JUN","GATA1",1
"34559","JUN","GCSH",1
"34560","JUN","IL18",1
"34561","JUN","ITGA2",1
"34562","JUN","KRT14",1
"34563","JUN","MDM2",1
"34564","JUN","GZMB",1
"34565","JUN","MMP26",1
"34566","JUN","MT2A",1
"34567","JUN","PTX3",1
"34568","JUN","SCGB1A1",1
"34569","JUN","SERPINF2",1
"34570","YY1","LAMA1",1
"34571","JUN","SLC46A1",1
"34572","JUN","TFPI2",1
"34573","JUN","TGFBR2",1
"34574","JUN","TPSAB1",1
"34575","JUN","TTPA",1
"34576","JUN","CLU",1
"34577","JUN","SERPINA3",1
"34578","JUN","TNFRSF11B",-1
"34579","REL","ALOX12",1
"34580","REL","TNFSF10",1
"34581","MSX2","ENPP1",1
"34582","MSX2","SPP1",1
"34583","NFYA","AMELX",1
"34584","NFYA","CDC25A",1
"34585","NFYA","FDPS",1
"34586","NFYA","GPAM",1
"34587","NFYA","HMGCS1",1
"34588","NFYA","MCM8",1
"34589","YY1","CALR",1
"34590","NFYA","PNRC2",1
"34591","NFYA","PURA",1
"34592","NFYA","SREBF2",1
"34593","NFYA","STAR",1
"34594","NFYA","TM7SF2",1
"34595","NFYA","ACTB",1
"34596","YY1","CD3D",-1
"34597","YY1","CTSE",-1
"34598","YY1","EGF",1
"34599","YY1","GJB1",1
"34600","YY1","HDLBP",-1
"34601","YY1","HMGCS1",-1
"34602","YY1","MYH4",-1
"34603","YY1","OTX2",1
"34604","YY1","PEMT",1
"34605","YY1","PTPA",1
"34606","YY1","RGS16",-1
"34607","YY1","SLC46A1",1
"34608","YY1","TNNI2",-1
"34609","YY1","ADA",1
"34610","E2F1","ATG10",1
"34611","E2F1","ATG12",1
"34612","E2F1","ATG4A",1
"34613","E2F1","ATG4B",1
"34614","FOXO3","HMGCR",1
"34615","E2F1","ATG4D",1
"34616","E2F1","ATG7",1
"34617","E2F1","ATG9A",1
"34618","E2F1","AXIN2",1
"34619","E2F1","B4GALT1",1
"34620","FOXO3","HOXA5",1
"34621","E2F1","CDC25A",1
"34622","E2F1","CDC45",1
"34623","E2F1","CDT1",1
"34624","E2F1","PTGS1",1
"34625","E2F1","GABARAPL2",1
"34626","E2F1","YBX3",1
"34627","E2F1","DYRK1A",1
"34628","E2F1","FANCD2",1
"34629","E2F1","FBN2",1
"34630","E2F1","FBXL16",1
"34631","E2F1","MXD3",1
"34632","E2F1","FBXO43",1
"34633","E2F1","FBXO5",1
"34634","E2F1","FGFR2",1
"34635","E2F1","GAB2",1
"34636","E2F1","GABARAPL1",1
"34637","FOXO3","MMP10",1
"34638","E2F1","GMNN",1
"34639","E2F1","HELLS",1
"34640","E2F1","H2AC16",1
"34641","E2F1","IGF1R",1
"34642","E2F1","JUN",1
"34643","E2F1","MAP1LC3B",1
"34644","E2F1","MAPK1",1
"34645","E2F1","MCM10",1
"34646","E2F1","MCM6",1
"34647","E2F1","MCM7",1
"34648","E2F1","PCYT1A",1
"34649","E2F1","PDGFRA",1
"34650","E2F1","PFKFB1",1
"34651","E2F1","PLK3",1
"34652","E2F1","POLA1",1
"34653","E2F1","TOPBP1",1
"34654","E2F1","POLD1",1
"34655","E2F1","POLE2",1
"34656","E2F1","STIL",1
"34657","E2F1","TK1",1
"34658","E2F1","TOP1",1
"34659","E2F1","ZEB1",1
"34660","E2F1","POLA2",1
"34661","FOXO3","ASPM",-1
"34662","FOXO3","ATP8A1",1
"34663","FOXO3","BMP4",1
"34664","FOXO3","BNIP3L",1
"34665","FOXO3","CBLB",1
"34666","FOXO3","CD55",1
"34667","FOXO3","CDKN2D",1
"34668","FOXO3","COL13A1",-1
"34669","FOXO3","CXCR4",1
"34670","FOXO3","DAAM1",1
"34671","FOXO3","DKK1",1
"34672","FOXO3","DST",1
"34673","FOXO3","ELK3",-1
"34674","FOXO3","FXYD3",1
"34675","FOXO3","GRB14",1
"34676","FOXO3","GTF2I",1
"34677","FOXO3","HBP1",1
"34678","FOXO3","HPGD",1
"34679","FOXO3","ID2",1
"34680","FOXO3","CXCL8",-1
"34681","FOXO3","JAK1",1
"34682","FOXO3","KDR",1
"34683","FOXO3","KITLG",-1
"34684","FOXO3","KLF4",1
"34685","FOXO3","MYOD1",1
"34686","FOXO3","OGT",1
"34687","FOXO3","PDGFB",1
"34688","FOXO3","PINK1",1
"34689","FOXO3","PNRC1",1
"34690","FOXO3","RBL2",1
"34691","FOXO3","SOST",1
"34692","FOXO3","SAT1",1
"34693","FOXO3","SATB1",1
"34694","FOXO3","SEMA3F",-1
"34695","FOXO3","SFRP1",1
"34696","FOXO3","SFRP2",1
"34697","FOXO3","SIRT2",1
"34698","FOXO3","SMAD4",1
"34699","FOXO3","STAB1",1
"34700","FOXO3","TLE4",1
"34701","FOXO3","TMEFF2",1
"34702","FOXO3","TNFAIP8",1
"34703","FOXO3","TSPAN7",1
"34704","FOXO3","VASP",-1
"34705","FOXO3","DAB2",1
"34706","FOXO3","GBP2",1
"34707","FOXO3","GCC2",1
"34708","FOXO3","HAND2",1
"34709","FOXO3","MMP1",1
"34710","FOXO3","PHLDA1",1
"34711","FOXO3","SCG5",1
"34712","FOXO3","TSPAN9",1
"34713","FOXO3","ZNF385D",1
"34714","SMAD6","ANKRD1",-1
"34715","SMAD6","CDK6",-1
"34716","STAT5A","ANP32A",1
"34717","STAT5A","CD84",1
"34718","STAT5A","CHORDC1",1
"34719","STAT5A","FUBP1",1
"34720","STAT5A","GLUL",1
"34721","STAT5A","GRK5",1
"34722","STAT5A","HMGCR",1
"34723","STAT5A","IL6ST",1
"34724","STAT5A","KLK8",1
"34725","STAT5A","KRT17",1
"34726","STAT5A","SLPI",1
"34727","STAT5A","LONP1",1
"34728","STAT5A","MED22",1
"34729","STAT5A","MUC1",1
"34730","STAT5A","MYD88",1
"34731","STAT5A","PITX1",1
"34732","STAT5A","PSAP",1
"34733","STAT5A","RGS16",1
"34734","STAT5A","SPRR2A",1
"34735","STAT5A","SSPOP",1
"34736","STAT5A","SSR3",1
"34737","STAT5A","TXNRD3",1
"34738","STAT5B","ANP32A",1
"34739","STAT5B","CD84",1
"34740","STAT5B","CHORDC1",1
"34741","STAT5B","CSN1S1",1
"34742","STAT5B","DPAGT1",1
"34743","STAT5B","FUBP1",1
"34744","STAT5B","GLUL",1
"34745","STAT5B","GRB10",1
"34746","STAT5B","GRK5",1
"34747","STAT5B","HMGCR",1
"34748","STAT5B","IL2RA",1
"34749","STAT5B","IL6ST",1
"34750","STAT5B","KLK8",1
"34751","STAT5B","KRT17",1
"34752","STAT5B","TLR2",1
"34753","STAT5B","LONP1",1
"34754","STAT5B","MED22",1
"34755","STAT5B","MUC1",1
"34756","STAT5B","MYD88",1
"34757","STAT5B","OSM",1
"34758","STAT5B","PITX1",1
"34759","STAT5B","TXNRD3",1
"34760","STAT5B","PRF1",1
"34761","STAT5B","PSAP",1
"34762","STAT5B","RAD51",1
"34763","STAT5B","RGS16",1
"34764","STAT5B","SLPI",1
"34765","STAT5B","SPRR2A",1
"34766","STAT5B","SSPOP",1
"34767","STAT5B","SSR3",1
"34768","ETS1","CASP3",1
"34769","ETS1","CASP8",1
"34770","ETS1","CD3D",1
"34771","ETS1","CDK11A",1
"34772","ETS1","CGA",1
"34773","ETS1","CHRNA3",1
"34774","ETS1","COX4I1",1
"34775","ETS1","DLD",1
"34776","ETS1","ELANE",1
"34777","ETS1","FAS",1
"34778","ETS1","FOLH1",1
"34779","ETS1","GP5",1
"34780","ETS1","HOXB3",1
"34781","ETS1","IER2",1
"34782","ETS1","ITGAV",1
"34783","ETS1","KRT14",1
"34784","ETS1","KRT8",1
"34785","ETS1","MTRR",1
"34786","ETS1","PSMB5",1
"34787","ETS1","RUNX1",1
"34788","ETS1","ZNF175",1
"34789","ETS1","LCP1",1
"34790","ETS1","LYZ",1
"34791","ETS1","PECAM1",1
"34792","ETS1","PTPA",1
"34793","ETS1","SRF",1
"34794","ETS2","CYP27A1",1
"34795","ETS2","PSPN",1
"34796","ETS2","RUNX1",1
"34797","FOXO4","ANXA8",1
"34798","FOXO4","CCNG2",1
"34799","FOXO4","FBXO32",1
"34800","FOXO4","PPARGC1A",1
"34801","FOXO4","RBL2",1
"34802","FOXO4","IGFBP1",1
"34803","SPI1","PLAU",1
"34804","E2F6","PTGS1",-1
"34805","E2F6","RBBP8",-1
"34806","E2F6","UXT",-1
"34807","MITF","APEX1",1
"34808","MITF","GPR143",1
"34809","MITF","NGFR",1
"34810","MITF","CADM1",1
"34811","MITF","ITGA4",1
"34812","NR2F6","APOA1",-1
"34813","NR2F6","APOC2",-1
"34814","E2F2","ASF1B",1
"34815","E2F2","CCND3",1
"34816","E2F2","CDCA4",1
"34817","E2F2","CDT1",1
"34818","E2F2","E2F1",1
"34819","E2F2","FBN2",1
"34820","E2F4","JUN",1
"34821","E2F2","FBXO43",1
"34822","E2F2","FBXO5",1
"34823","E2F2","FGFR2",1
"34824","E2F2","FOXO1",1
"34825","E2F2","GMNN",1
"34826","E2F2","PLK3",1
"34827","E2F2","MCM10",1
"34828","E2F2","MCM6",1
"34829","E2F2","MCM7",1
"34830","E2F2","NPAT",1
"34831","E2F2","PLK1",1
"34832","E2F2","PLK4",1
"34833","E2F2","POLE3",1
"34834","E2F2","TOPBP1",1
"34835","E2F3","ASF1B",1
"34836","E2F3","CCND3",1
"34837","E2F3","FGF2",1
"34838","E2F3","CDCA4",1
"34839","E2F3","CDCA7",1
"34840","E2F3","CDT1",1
"34841","E2F3","FBN2",1
"34842","E2F3","FBXO43",1
"34843","E2F3","FBXO5",1
"34844","E2F3","FOXO1",1
"34845","E2F3","GMNN",1
"34846","E2F3","MCM10",1
"34847","E2F3","MCM5",1
"34848","E2F3","MCM6",1
"34849","E2F3","MCM7",1
"34850","E2F3","NPAT",1
"34851","E2F3","PLK3",1
"34852","E2F3","POLE3",1
"34853","E2F3","TOPBP1",1
"34854","AR","CALR",1
"34855","E2F4","ASF1B",1
"34856","E2F4","CDKN2C",1
"34857","E2F4","CDT1",1
"34858","E2F4","FBN2",-1
"34859","E2F4","GMNN",1
"34860","HMGA1","CCNB2",1
"34861","E2F4","MCM5",1
"34862","E2F4","MCM7",1
"34863","E2F4","NPAT",1
"34864","E2F4","POLD1",1
"34865","E2F4","POLE3",1
"34866","TCF7","EPHB3",1
"34867","E2F4","RRM2",-1
"34868","E2F4","TK1",1
"34869","E2F4","CALM1",1
"34870","E2F4","CKS2",1
"34871","E2F4","RBL1",1
"34872","TCF7","TPO",-1
"34873","E2F4","TOP1",1
"34874","E2F5","ASF1B",1
"34875","BRCA1","BARD1",-1
"34876","BRCA1","BRCA1",-1
"34877","TCF7","BCL2",1
"34878","TCF7","BCL2L1",1
"34879","TRPS1","RUNX1",-1
"34880","TCF7","BIRC5",1
"34881","TCF7","CD4",1
"34882","TCF7","CEACAM5",1
"34883","TCF7","CEACAM6",1
"34884","TCF7","CEBPA",-1
"34885","TCF7","EPHB2",1
"34886","TCF7","LEF1",1
"34887","TCF7","MSLN",1
"34888","TCF7","NT5E",1
"34889","TCF7","PPARG",1
"34890","TCF7","RUNX2",1
"34891","RUNX2","TCF7",1
"34892","TCF7","TAGLN",1
"34893","TCF7","VEGFA",1
"34894","BCL6","CCL7",1
"34895","STAT1","BCL6",1
"34896","STAT1","CCL5",1
"34897","STAT1","IL6ST",1
"34898","STAT1","LONP1",1
"34899","STAT1","PRF1",1
"34900","STAT1","ADAR",1
"34901","STAT1","EIF2AK2",1
"34902","STAT1","IFI6",1
"34903","STAT1","IFIT1",1
"34904","STAT1","IFITM1",1
"34905","STAT1","ISG15",1
"34906","STAT1","ISG20",1
"34907","AR","CA3",1
"34908","STAT1","MET",1
"34909","STAT1","MX1",1
"34910","RUNX2","ENPP1",1
"34911","RUNX2","GADD45B",1
"34912","RUNX2","SMAD6",1
"34913","AR","DBI",1
"34914","AR","DDT",1
"34915","AR","DHX15",1
"34916","AR","FASN",1
"34917","AR","GSTT2",1
"34918","ID2","CDKN2A",1
"34919","AR","HIGD1A",1
"34920","AR","HSP90AA1",1
"34921","AR","KIAA1217",-1
"34922","AR","KRT18",1
"34923","AR","MT2A",1
"34924","AR","OAT",1
"34925","AR","PFKFB1",1
